INFO [2024-10-07 10:02:13] [MAIN] - Creating World20T5B - Hurdles test study...

INFO [2024-10-07 10:02:13] [MAIN] - Initializing output folder...
INFO [2024-10-07 10:02:15] [MAIN] - Unit commitment mode : ACCURATE
INFO [2024-10-07 10:02:15] [MAIN] - Adding nodes...

INFO [2024-10-07 10:02:17] [NODES] - Adding af-ago node...
INFO [2024-10-07 10:02:17] [NODES] - Adding af-bdi node...
INFO [2024-10-07 10:02:17] [NODES] - Adding af-ben node...
INFO [2024-10-07 10:02:18] [NODES] - Adding af-bfa node...
INFO [2024-10-07 10:02:18] [NODES] - Adding af-bwa node...
INFO [2024-10-07 10:02:18] [NODES] - Adding af-caf node...
INFO [2024-10-07 10:02:18] [NODES] - Adding af-civ node...
INFO [2024-10-07 10:02:18] [NODES] - Adding af-cmr node...
INFO [2024-10-07 10:02:19] [NODES] - Adding af-cod node...
INFO [2024-10-07 10:02:19] [NODES] - Adding af-cog node...
INFO [2024-10-07 10:02:19] [NODES] - Adding af-cpv node...
INFO [2024-10-07 10:02:20] [NODES] - Adding af-dji node...
INFO [2024-10-07 10:02:20] [NODES] - Adding af-dza node...
INFO [2024-10-07 10:02:20] [NODES] - Adding af-egy node...
INFO [2024-10-07 10:02:21] [NODES] - Adding af-eri node...
INFO [2024-10-07 10:02:21] [NODES] - Adding af-esh node...
INFO [2024-10-07 10:02:21] [NODES] - Adding af-eth node...
INFO [2024-10-07 10:02:22] [NODES] - Adding af-gab node...
INFO [2024-10-07 10:02:22] [NODES] - Adding af-gha node...
INFO [2024-10-07 10:02:22] [NODES] - Adding af-gin node...
INFO [2024-10-07 10:02:23] [NODES] - Adding af-gmb node...
INFO [2024-10-07 10:02:23] [NODES] - Adding af-gnb node...
INFO [2024-10-07 10:02:24] [NODES] - Adding af-gnq node...
INFO [2024-10-07 10:02:24] [NODES] - Adding af-ken node...
INFO [2024-10-07 10:02:24] [NODES] - Adding af-lbr node...
INFO [2024-10-07 10:02:25] [NODES] - Adding af-lby node...
INFO [2024-10-07 10:02:25] [NODES] - Adding af-lso node...
INFO [2024-10-07 10:02:25] [NODES] - Adding af-mar node...
INFO [2024-10-07 10:02:26] [NODES] - Adding af-mdg node...
INFO [2024-10-07 10:02:26] [NODES] - Adding af-mli node...
INFO [2024-10-07 10:02:26] [NODES] - Adding af-moz node...
INFO [2024-10-07 10:02:27] [NODES] - Adding af-mrt node...
INFO [2024-10-07 10:02:27] [NODES] - Adding af-mus node...
INFO [2024-10-07 10:02:27] [NODES] - Adding af-mwi node...
INFO [2024-10-07 10:02:28] [NODES] - Adding af-nam node...
INFO [2024-10-07 10:02:28] [NODES] - Adding af-ner node...
INFO [2024-10-07 10:02:29] [NODES] - Adding af-nga node...
INFO [2024-10-07 10:02:29] [NODES] - Adding af-rwa node...
INFO [2024-10-07 10:02:29] [NODES] - Adding af-sdn node...
INFO [2024-10-07 10:02:30] [NODES] - Adding af-sen node...
INFO [2024-10-07 10:02:30] [NODES] - Adding af-sle node...
INFO [2024-10-07 10:02:31] [NODES] - Adding af-swz node...
INFO [2024-10-07 10:02:31] [NODES] - Adding af-tgo node...
INFO [2024-10-07 10:02:32] [NODES] - Adding af-tun node...
INFO [2024-10-07 10:02:32] [NODES] - Adding af-tza node...
INFO [2024-10-07 10:02:32] [NODES] - Adding af-uga node...
INFO [2024-10-07 10:02:33] [NODES] - Adding af-zaf node...
INFO [2024-10-07 10:02:33] [NODES] - Adding af-zmb node...
INFO [2024-10-07 10:02:34] [NODES] - Adding af-zwe node...
INFO [2024-10-07 10:02:34] [NODES] - Adding as-afg node...
INFO [2024-10-07 10:02:35] [NODES] - Adding as-are node...
INFO [2024-10-07 10:02:36] [NODES] - Adding as-bgd node...
INFO [2024-10-07 10:02:36] [NODES] - Adding as-bhr node...
INFO [2024-10-07 10:02:37] [NODES] - Adding as-brn node...
INFO [2024-10-07 10:02:37] [NODES] - Adding as-btn node...
INFO [2024-10-07 10:02:38] [NODES] - Adding as-chn-an node...
INFO [2024-10-07 10:02:39] [NODES] - Adding as-chn-be node...
INFO [2024-10-07 10:02:39] [NODES] - Adding as-chn-ch node...
INFO [2024-10-07 10:02:40] [NODES] - Adding as-chn-em node...
