INFO [2024-10-07 10:04:20] [MAIN] - Creating World20T5B - Hurdles test study...

INFO [2024-10-07 10:04:20] [MAIN] - Initializing output folder...
INFO [2024-10-07 10:04:22] [MAIN] - Unit commitment mode : ACCURATE
INFO [2024-10-07 10:04:23] [MAIN] - Adding nodes...

INFO [2024-10-07 10:04:24] [NODES] - Adding af-ago node...
INFO [2024-10-07 10:04:24] [NODES] - Adding af-bdi node...
INFO [2024-10-07 10:04:24] [NODES] - Adding af-ben node...
INFO [2024-10-07 10:04:25] [NODES] - Adding af-bfa node...
INFO [2024-10-07 10:04:25] [NODES] - Adding af-bwa node...
INFO [2024-10-07 10:04:25] [NODES] - Adding af-caf node...
INFO [2024-10-07 10:04:25] [NODES] - Adding af-civ node...
INFO [2024-10-07 10:04:25] [NODES] - Adding af-cmr node...
INFO [2024-10-07 10:04:26] [NODES] - Adding af-cod node...
INFO [2024-10-07 10:04:26] [NODES] - Adding af-cog node...
INFO [2024-10-07 10:04:26] [NODES] - Adding af-cpv node...
INFO [2024-10-07 10:04:26] [NODES] - Adding af-dji node...
INFO [2024-10-07 10:04:27] [NODES] - Adding af-dza node...
INFO [2024-10-07 10:04:27] [NODES] - Adding af-egy node...
INFO [2024-10-07 10:04:27] [NODES] - Adding af-eri node...
INFO [2024-10-07 10:04:28] [NODES] - Adding af-esh node...
INFO [2024-10-07 10:04:29] [NODES] - Adding af-eth node...
INFO [2024-10-07 10:04:29] [NODES] - Adding af-gab node...
INFO [2024-10-07 10:04:29] [NODES] - Adding af-gha node...
INFO [2024-10-07 10:04:30] [NODES] - Adding af-gin node...
INFO [2024-10-07 10:04:30] [NODES] - Adding af-gmb node...
INFO [2024-10-07 10:04:30] [NODES] - Adding af-gnb node...
INFO [2024-10-07 10:04:31] [NODES] - Adding af-gnq node...
INFO [2024-10-07 10:04:31] [NODES] - Adding af-ken node...
INFO [2024-10-07 10:04:32] [NODES] - Adding af-lbr node...
INFO [2024-10-07 10:04:32] [NODES] - Adding af-lby node...
INFO [2024-10-07 10:04:33] [NODES] - Adding af-lso node...
INFO [2024-10-07 10:04:33] [NODES] - Adding af-mar node...
INFO [2024-10-07 10:04:34] [NODES] - Adding af-mdg node...
INFO [2024-10-07 10:04:34] [NODES] - Adding af-mli node...
INFO [2024-10-07 10:04:34] [NODES] - Adding af-moz node...
INFO [2024-10-07 10:04:35] [NODES] - Adding af-mrt node...
INFO [2024-10-07 10:04:35] [NODES] - Adding af-mus node...
INFO [2024-10-07 10:04:36] [NODES] - Adding af-mwi node...
INFO [2024-10-07 10:04:36] [NODES] - Adding af-nam node...
